aircraft_id,tail_number,manufacturer,model,age
1207,N142DU,AIRBUS,A220,2
1208,N37253,BOEING,737 NG,24
1209,N570NN,CANADAIR REGIONAL JET,CRJ,9
1210,N910DU,BOEING,737 NG,6
1211,N225WN,BOEING,737 NG,19
1212,N693DL,BOEING,757,26
1213,N8544Z,BOEING,737 NG,7
1214,N57016,BOEING,777,24
1215,N8790Q,BOEING,737 NG,2
1216,N8817L,BOEING,737 NG,4
1217,N328NW,AIRBUS,A320,32
1218,N908WN,BOEING,737 NG,16
1219,N145SY,EMBRAER,170/175,9
1220,N8699A,BOEING,737 NG,8
1221,N259SY,EMBRAER,170/175,7
1222,N299JJ,EMBRAER,170/175,4
1223,N372FR,AIRBUS,A320,4
1224,N8320J,BOEING,737 NG,12
1225,N442YX,EMBRAER,170/175,10
1226,N339NW,AIRBUS,A320,32
1227,N567UW,AIRBUS,A321,11
1228,N247AK,BOEING,737 NG,8
1229,N386DA,BOEING,737 NG,25
1230,N404AN,AIRBUS,A321,5
1231,N344PP,BOEING,737 NG,7
1232,N684NK,AIRBUS,A321,6
1233,N324SH,BOEING,737 NG,5
1234,N76254,BOEING,737 NG,24
1235,N712FR,AIRBUS,A321,8
1236,N29124,BOEING,757,27
1237,N373NW,AIRBUS,A320,23
1238,N196DN,BOEING,767,27
1239,N420DX,AIRBUS,A330,2
1240,N866NN,BOEING,737 NG,14
1241,N8574Z,BOEING,737 NG,6
1242,N462AS,BOEING,737 NG,10
1243,N357DN,AIRBUS,A321,6
1244,N311NV,AIRBUS,A319,18
1245,N809NW,AIRBUS,A330,20
1246,N908XJ,CANADAIR REGIONAL JET,CRJ,17
1247,N416DX,AIRBUS,A330,2
1248,N16709,BOEING,737 NG,26
1249,N195NV,AIRBUS,A320,9
1250,N980JT,AIRBUS,A321,7
1251,N526AS,BOEING,737 NG,15
1252,N14731,BOEING,737 NG,25
1253,N584UW,AIRBUS,A321,10
1254,N797UA,BOEING,777,26
1255,N458WN,BOEING,737 NG,20
1256,N27722,BOEING,737 NG,25
1257,N1603,BOEING,767,25
1258,N527AS,BOEING,737 NG,15
1259,N298FR,EMBRAER,170/175,4
1260,N144AN,AIRBUS,A321,9
1261,N796UA,BOEING,777,26
1262,N765SW,BOEING,737 NG,24
1263,N903NK,AIRBUS,A320,8
1264,N215UA,BOEING,777,24
1265,N506JB,AIRBUS,A320,24
1266,N315SD,BOEING,737 NG,5
1267,N68805,BOEING,737 NG,11
1268,N805AN,BOEING,787,9
1269,N970AT,BOEING,717,23
1270,N76522,BOEING,737 NG,14
1271,N37474,BOEING,737 NG,11
1272,N728YX,EMBRAER,170/175,9
1273,N477CA,CANADAIR REGIONAL JET,CRJ,22
1274,N513SY,EMBRAER,170/175,3
1275,N979AN,BOEING,737 NG,15
1276,N8508W,BOEING,737 NG,8
1277,N69833,BOEING,737 NG,10
1278,N78003,BOEING,777,26
1279,N110DU,AIRBUS,A220,5
1280,N146SY,EMBRAER,170/175,9
1281,N76528,BOEING,737 NG,14
1282,N18112,BOEING,757,29
1283,N882DN,BOEING,737 NG,7
1284,N66848,BOEING,737 NG,9
1285,N712JB,AIRBUS,A320,16
1286,N915DU,BOEING,737 NG,5
1287,N827AW,AIRBUS,A319,23
1288,N496CA,CANADAIR REGIONAL JET,CRJ,21
1289,N497WN,BOEING,737 NG,20
1290,N730EV,CANADAIR REGIONAL JET,CRJ,20
1291,N770UW,AIRBUS,A319,24
1292,N419YX,EMBRAER,170/175,11
1293,N753YX,EMBRAER,170/175,2
1294,N2002J,AIRBUS,A321,5
1295,N486HA,BOEING,717,23
1296,N874AN,BOEING,787,4
1297,N7875A,BOEING,737 NG,20
1298,N821AW,AIRBUS,A319,24
1299,N425AN,AIRBUS,A321,4
1300,N237JQ,EMBRAER,170/175,16
1301,N932AN,BOEING,737 NG,24
1302,N37530,BOEING,737 NG,5
1303,N124DU,AIRBUS,A220,5
1304,N974AN,BOEING,737 NG,23
1305,N867RW,EMBRAER,170/175,18
1306,N20904,BOEING,787,12
1307,N934AT,BOEING,717,24
1308,N461AN,AIRBUS,A321,2
1309,N825NN,BOEING,737 NG,14
1310,N181GJ,CANADAIR REGIONAL JET,CRJ,16
1311,N730US,AIRBUS,A319,24
1312,N8791D,BOEING,737 NG,2
1313,N940NN,BOEING,737 NG,11
1314,N254NV,AIRBUS,A320,7
1315,N8757L,BOEING,737 NG,2
1316,N917EV,CANADAIR REGIONAL JET,CRJ,21
1317,N8610A,BOEING,737 NG,11
1318,N8608N,BOEING,737 NG,11
1319,N802AN,BOEING,787,9
1320,N106DU,AIRBUS,A220,5
1321,N367FR,AIRBUS,A320,4
1322,N302SY,EMBRAER,170/175,5
1323,N826NW,AIRBUS,A330,8
1324,N228PQ,CANADAIR REGIONAL JET,CRJ,15
1325,N836AW,AIRBUS,A319,19
1326,N440AS,BOEING,737 NG,11
1327,N8824Q,BOEING,737 NG,2
1328,N995AT,BOEING,717,22
1329,N512AS,BOEING,737 NG,16
1330,N543UW,AIRBUS,A321,13
1331,N247JB,EMBRAER,190/195,18
1332,N673AW,AIRBUS,A320,20
1333,N33714,BOEING,737 NG,26
1334,N952WN,BOEING,737 NG,14
1335,N136DQ,AIRBUS,A220,4
1336,N865NN,BOEING,737 NG,14
1337,N248NN,EMBRAER,170/175,7
1338,N825DN,BOEING,737 NG,10
1339,N8690A,BOEING,737 NG,8
1340,N23721,BOEING,737 NG,25
1341,N8779Q,BOEING,737 NG,2
1342,N403SY,EMBRAER,170/175,6
1343,N109DU,AIRBUS,A220,5
1344,N904DN,BOEING,737 NG,6
1345,N18220,BOEING,737 NG,26
1346,N8689C,BOEING,737 NG,8
1347,N816SK,CANADAIR REGIONAL JET,CRJ,17
1348,N845DN,BOEING,737 NG,9
1349,N229UA,BOEING,777,22
1350,N8570W,BOEING,737 NG,6
1351,N552NN,CANADAIR REGIONAL JET,CRJ,10
1352,N30401,BOEING,737 NG,23
1353,N29978,BOEING,787,4
1354,N236NV,AIRBUS,A320,21
1355,N19986,BOEING,787,4
1356,N862RW,EMBRAER,170/175,19
1357,N339NB,AIRBUS,A319,22
1358,N851NN,BOEING,737 NG,14
1359,N660NK,AIRBUS,A321,9
1360,N495WN,BOEING,737 NG,20
1361,N8648A,BOEING,737 NG,10
1362,N962JT,AIRBUS,A321,8
1363,N430SW,CANADAIR REGIONAL JET,CRJ,23
1364,N37531,BOEING,737 NG,2
1365,N360NW,AIRBUS,A320,26
1366,N870AX,BOEING,787,4
1367,N955JB,AIRBUS,A321,9
1368,N866DN,BOEING,737 NG,8
1369,N7820L,BOEING,737 NG,22
1370,N3745B,BOEING,737 NG,23
1371,N834AY,CANADAIR REGIONAL JET,CRJ,19
1372,N495UA,AIRBUS,A320,22
1373,N366NB,AIRBUS,A319,21
1374,N3113J,AIRBUS,A220,2
1375,N656AW,AIRBUS,A320,25
1376,N933AK,BOEING,737 NG,2
1377,N402AS,BOEING,737 NG,12
1378,N155UW,AIRBUS,A321,11
1379,N123HQ,EMBRAER,170/175,17
1380,N224AK,BOEING,737 NG,8
1381,N779JB,AIRBUS,A320,15
1382,N885NN,BOEING,737 NG,12
1383,N380HA,AIRBUS,A330,14
1384,N965NK,AIRBUS,A320,2
1385,N369DN,AIRBUS,A321,5
1386,N568UW,AIRBUS,A321,11
1387,N7889A,BOEING,737 NG,19
1388,N187GJ,CANADAIR REGIONAL JET,CRJ,16
1389,N731YX,EMBRAER,170/175,9
1390,N842MH,BOEING,767,23
1391,N503SY,EMBRAER,170/175,3
1392,N967AT,BOEING,717,23
1393,N611AS,BOEING,737 NG,25
1394,N494WN,BOEING,737 NG,20
1395,N334DN,AIRBUS,A321,7
1396,N535EA,CANADAIR REGIONAL JET,CRJ,14
1397,N907AA,AIRBUS,A321,7
1398,N150SY,EMBRAER,170/175,9
1399,N410AN,AIRBUS,A321,5
1400,N696AE,EMBRAER,135/145,20
1401,N557NW,BOEING,757,22
1402,N909DN,BOEING,737 NG,6
1403,N723TW,BOEING,757,24
1404,N832NN,BOEING,737 NG,14
1405,N933AT,BOEING,717,24
1406,N338NW,AIRBUS,A320,32
1407,N903JB,AIRBUS,A321,11
1408,N362NB,AIRBUS,A319,21
1409,N680AW,AIRBUS,A320,19
1410,N933WN,BOEING,737 NG,15
1411,N27252,BOEING,737 NG,3
1412,N7857B,BOEING,737 NG,19
1413,N343NW,AIRBUS,A320,32
1414,N13248,BOEING,737 NG,25
1415,N7729A,BOEING,737 NG,18
1416,N7858A,BOEING,737 NG,19
1417,N942AT,BOEING,717,25
1418,N488UA,AIRBUS,A320,23
1419,N920NK,AIRBUS,A320,5
1420,N267SY,EMBRAER,170/175,6
1421,N8556Z,BOEING,737 NG,7
1422,N757UW,AIRBUS,A319,24
1423,N8009T,AIRBUS,A319,11
1424,N27526,BOEING,737 NG,5
1425,N824MD,EMBRAER,170/175,19
1426,N609AS,BOEING,737 NG,25
1427,N264SY,EMBRAER,170/175,6
1428,N303AS,BOEING,737 NG,24
1429,N934AN,BOEING,737 NG,24
1430,N487AS,BOEING,737 NG,9
1431,N804DN,BOEING,737 NG,11
1432,N536EA,CANADAIR REGIONAL JET,CRJ,14
1433,N219YX,EMBRAER,170/175,17
1434,N564AS,BOEING,737 NG,18
1435,N260NV,AIRBUS,A320,15
1436,N832DN,BOEING,737 NG,9
1437,N496UA,AIRBUS,A320,22
1438,N327NW,AIRBUS,A320,32
1439,N472UA,AIRBUS,A320,23
1440,N960AN,BOEING,737 NG,23
1441,N504JB,AIRBUS,A320,25
1442,N702FR,AIRBUS,A321,9
1443,N720EV,CANADAIR REGIONAL JET,CRJ,21
1444,N357NW,AIRBUS,A320,26
1445,N38473,BOEING,737 NG,11
1446,N14019,BOEING,787,2
1447,N670AE,EMBRAER,135/145,20
1448,N873NN,BOEING,737 NG,13
1449,N166PQ,CANADAIR REGIONAL JET,CRJ,16
1450,N551UW,AIRBUS,A321,13
1451,N441UA,AIRBUS,A320,27
1452,N209NN,EMBRAER,170/175,9
1453,N273JB,EMBRAER,190/195,17
1454,N185UW,AIRBUS,A321,22
1455,N847NN,BOEING,737 NG,14
1456,N764JD,EMBRAER,170/175,15
1457,N57862,BOEING,757,23
1458,N760US,AIRBUS,A319,24
1459,N203JB,EMBRAER,190/195,18
1460,N727TW,BOEING,757,25
1461,N213JQ,EMBRAER,170/175,16
1462,N841UA,AIRBUS,A319,23
1463,N808NN,BOEING,737 NG,15
1464,N715SK,CANADAIR REGIONAL JET,CRJ,20
1465,N982VJ,AIRBUS,A321,12
1466,N406DX,AIRBUS,A330,4
1467,N7828A,BOEING,737 NG,21
1468,N615NN,CANADAIR REGIONAL JET,CRJ,4
1469,N37427,BOEING,737 NG,16
1470,N2138U,BOEING,777,7
1471,N840MH,BOEING,767,23
1472,N954WN,BOEING,737 NG,13
1473,N669NK,AIRBUS,A321,8
1474,N17254,BOEING,737 NG,3
1475,N1809U,BOEING,737 NG,5
1476,N490HA,BOEING,717,24
1477,N538US,BOEING,757,28
1478,N349FR,AIRBUS,A320,5
1479,N523AS,BOEING,737 NG,15
1480,N502NK,AIRBUS,A319,19
1481,N302SA,BOEING,737 NG,5
1482,N803AW,AIRBUS,A319,26
1483,N407WN,BOEING,737 NG,23
1484,N990JL,AIRBUS,A321,7
1485,N691CA,CANADAIR REGIONAL JET,CRJ,17
1486,N8682B,BOEING,737 NG,8
1487,N879UA,AIRBUS,A319,19
1488,N37420,BOEING,737 NG,16
1489,N604NK,AIRBUS,A320,14
1490,N975JT,AIRBUS,A321,7
1491,N8611F,BOEING,737 NG,11
1492,N821MD,EMBRAER,170/175,20
1493,N119DN,AIRBUS,A321,3
1494,N591NN,CANADAIR REGIONAL JET,CRJ,8
1495,N324PQ,CANADAIR REGIONAL JET,CRJ,10
1496,N134SY,EMBRAER,170/175,9
1497,N623JB,AIRBUS,A320,19
1498,N818MD,EMBRAER,170/175,20
1499,N656UA,BOEING,767,32
1500,N178US,AIRBUS,A321,23
1501,N705SK,CANADAIR REGIONAL JET,CRJ,20
1502,N345NW,AIRBUS,A320,31
1503,N490UA,AIRBUS,A320,22
1504,N8820L,BOEING,737 NG,2
1505,N635NK,AIRBUS,A320,10
1506,N822UA,AIRBUS,A319,25
1507,N938AN,BOEING,737 NG,24
1508,N294AK,BOEING,737 NG,6
1509,N957JB,AIRBUS,A321,9
1510,N76062,BOEING,767,22
1511,N746SK,CANADAIR REGIONAL JET,CRJ,19
1512,N799AN,BOEING,777,23
1513,N406WN,BOEING,737 NG,23
1514,N339FR,AIRBUS,A320,6
1515,N37502,BOEING,737 NG,6
1516,N3768,BOEING,737 NG,22
1517,N556AS,BOEING,737 NG,18
1518,N946NN,BOEING,737 NG,10
1519,N651NK,AIRBUS,A320,7
1520,N590JB,AIRBUS,A320,20
1521,N716FR,AIRBUS,A321,7
1522,N192JB,EMBRAER,190/195,19
1523,N923AT,BOEING,717,19
1524,N253SY,EMBRAER,170/175,8
1525,N936NK,AIRBUS,A320,3
1526,N8572X,BOEING,737 NG,6
1527,N638JB,AIRBUS,A320,18
1528,N922AE,EMBRAER,135/145,19
1529,N211SY,EMBRAER,170/175,7
1530,N183JB,EMBRAER,190/195,19
1531,N742SK,CANADAIR REGIONAL JET,CRJ,19
1532,N463UA,AIRBUS,A320,24
1533,N8676A,BOEING,737 NG,9
1534,N7836A,BOEING,737 NG,25
1535,N401DZ,AIRBUS,A330,5
1536,N939SW,CANADAIR REGIONAL JET,CRJ,21
1537,N239JQ,EMBRAER,170/175,16
1538,N8800L,BOEING,737 NG,5
1539,N931AK,BOEING,737 NG,3
1540,N8778Q,BOEING,737 NG,2
1541,N517NK,AIRBUS,A319,18
1542,N268SY,EMBRAER,170/175,9
1543,N311FR,AIRBUS,A320,7
1544,N203JQ,EMBRAER,170/175,16
1545,N783AN,BOEING,777,24
1546,N177DN,BOEING,767,34
1547,N212UA,BOEING,777,24
1548,N806SK,CANADAIR REGIONAL JET,CRJ,18
1549,N437UA,AIRBUS,A320,27
1550,N744EV,CANADAIR REGIONAL JET,CRJ,20
1551,N918XJ,CANADAIR REGIONAL JET,CRJ,16
1552,N793AN,BOEING,777,24
1553,N234JQ,EMBRAER,170/175,16
1554,N808DN,BOEING,737 NG,11
1555,N755SK,CANADAIR REGIONAL JET,CRJ,19
1556,N351NB,AIRBUS,A319,22
1557,N319PQ,CANADAIR REGIONAL JET,CRJ,10
1558,N924EV,CANADAIR REGIONAL JET,CRJ,21
1559,N118SY,EMBRAER,170/175,10
1560,N848UA,AIRBUS,A319,22
1561,N929JB,AIRBUS,A321,10
1562,N898UA,AIRBUS,A319,17
1563,N181DN,BOEING,767,32
1564,N807JB,AIRBUS,A320,12
1565,N350FR,AIRBUS,A320,5
1566,N833AA,BOEING,787,7
1567,N8560Z,BOEING,737 NG,6
1568,N923AE,EMBRAER,135/145,19
1569,N848DN,BOEING,737 NG,9
1570,N432AN,AIRBUS,A321,3
1571,N589AS,BOEING,737 NG,17
1572,N362NW,AIRBUS,A320,26
1573,N936WN,BOEING,737 NG,15
1574,N763US,AIRBUS,A319,24
1575,N489UA,AIRBUS,A320,22
1576,N582CA,CANADAIR REGIONAL JET,CRJ,16
1577,N520JB,AIRBUS,A320,14
1578,N705TW,BOEING,757,27
1579,N8747Q,BOEING,737 NG,4
1580,N828AA,BOEING,787,7
1581,N295SY,EMBRAER,170/175,5
1582,N899UA,AIRBUS,A319,17
1583,N35204,BOEING,737 NG,24
1584,N7867A,BOEING,737 NG,22
1585,N312FR,AIRBUS,A320,7
1586,N424UA,AIRBUS,A320,30
1587,N61881,BOEING,737 NG,9
1588,N807AA,BOEING,787,9
1589,N810AN,BOEING,787,9
1590,N34282,BOEING,737 NG,20
1591,N377DN,AIRBUS,A321,5
1592,N881UA,AIRBUS,A319,19
1593,N773XF,AIRBUS,A319,21
1594,N2749U,BOEING,777,5
1595,N874DN,BOEING,737 NG,7
1596,N445AA,AIRBUS,A321,2
1597,N337DN,AIRBUS,A321,6
1598,N495AS,BOEING,737 NG,8
1599,N969AN,BOEING,737 NG,23
1600,N597AS,BOEING,737 NG,16
1601,N190NV,AIRBUS,A320,9
1602,N296SY,EMBRAER,170/175,5
1603,N8695D,BOEING,737 NG,8
1604,N405AN,AIRBUS,A321,5
1605,N957SW,CANADAIR REGIONAL JET,CRJ,21
1606,N356NW,AIRBUS,A320,26
1607,N644NK,AIRBUS,A320,8
1608,N982AT,BOEING,717,22
1609,N979RP,EMBRAER,170/175,19
1610,N985NN,BOEING,737 NG,8
1611,N917NN,BOEING,737 NG,11
1612,N38446,BOEING,737 NG,12
1613,N8323C,BOEING,737 NG,12
1614,N413DX,AIRBUS,A330,2
1615,N352FR,AIRBUS,A320,5
1616,N970UY,AIRBUS,A321,15
1617,N305CL,EMBRAER,170/175,2
1618,N914DU,BOEING,737 NG,5
1619,N717FR,AIRBUS,A321,7
1620,N477WN,BOEING,737 NG,20
1621,N279PQ,CANADAIR REGIONAL JET,CRJ,11
1622,N37534,BOEING,737 NG,2
1623,N193JB,EMBRAER,190/195,18
1624,N371CA,CANADAIR REGIONAL JET,CRJ,21
1625,N915NN,BOEING,737 NG,11
1626,N7842A,BOEING,737 NG,24
1627,N78008,BOEING,777,25
1628,N607NK,AIRBUS,A320,13
1629,N509AE,CANADAIR REGIONAL JET,CRJ,21
1630,N416UA,AIRBUS,A320,30
1631,N301NW,BOEING,737 NG,8
1632,N842UA,AIRBUS,A319,23
1633,N701BR,CANADAIR REGIONAL JET,CRJ,24
1634,N233JQ,EMBRAER,170/175,16
1635,N9021H,AIRBUS,A319,10
1636,N468UA,AIRBUS,A320,24
1637,N302NV,AIRBUS,A319,19
1638,N421UW,AIRBUS,A321,4
1639,N930EV,CANADAIR REGIONAL JET,CRJ,19
1640,N2644U,BOEING,777,7
1641,N507DN,AIRBUS,A350,6
1642,N559UW,AIRBUS,A321,12
1643,N18243,BOEING,737 NG,25
1644,N323RM,BOEING,737 NG,6
1645,N8534Z,BOEING,737 NG,7
1646,N8658A,BOEING,737 NG,10
1647,N249JB,EMBRAER,190/195,18
1648,N138DU,AIRBUS,A220,4
1649,N541US,BOEING,757,28
1650,N139SY,EMBRAER,170/175,9
1651,N849VA,AIRBUS,A320,12
1652,N678CA,CANADAIR REGIONAL JET,CRJ,17
1653,N213NN,EMBRAER,170/175,9
1654,N982JB,AIRBUS,A321,7
1655,N170US,AIRBUS,A321,23
1656,N449YX,EMBRAER,170/175,3
1657,N749YX,EMBRAER,170/175,7
1658,N933NK,AIRBUS,A320,4
1659,N214AK,BOEING,737 NG,5
1660,N6715C,BOEING,757,23
1661,N953NK,AIRBUS,A320,2
1662,N104DN,AIRBUS,A321,4
1663,N525AS,BOEING,737 NG,15
1664,N167US,AIRBUS,A321,23
1665,N76505,BOEING,737 NG,18
1666,N442SW,CANADAIR REGIONAL JET,CRJ,22
1667,N348PQ,CANADAIR REGIONAL JET,CRJ,10
1668,N310DU,AIRBUS,A220,3
1669,N165NN,AIRBUS,A321,8
1670,N901AN,BOEING,737 NG,25
1671,N879NN,BOEING,737 NG,13
1672,N557NN,CANADAIR REGIONAL JET,CRJ,10
1673,N7733B,BOEING,737 NG,18
1674,N945AN,BOEING,737 NG,24
1675,N243WN,BOEING,737 NG,18
1676,N835AN,BOEING,787,6
1677,N922WN,BOEING,737 NG,16
1678,N301FR,AIRBUS,A320,8
1679,N531JL,AIRBUS,A320,23
1680,N285NV,AIRBUS,A320,12
1681,N637VA,AIRBUS,A320,13
1682,N645RW,EMBRAER,170/175,19
1683,N738US,AIRBUS,A319,24
1684,N8768Q,BOEING,737 NG,2
1685,N814NN,BOEING,737 NG,15
1686,N78060,BOEING,767,22
1687,N577AS,BOEING,737 NG,17
1688,N515NK,AIRBUS,A319,18
1689,N931AE,EMBRAER,135/145,19
1690,N655NK,AIRBUS,A320,6
1691,N77535,BOEING,737 NG,8
1692,N906AA,AIRBUS,A321,7
1693,N963NK,AIRBUS,A320,2
1694,N33266,BOEING,737 NG,23
1695,N652NK,AIRBUS,A320,7
1696,N504DN,AIRBUS,A350,7
1697,N727YX,EMBRAER,170/175,9
1698,N3773D,BOEING,737 NG,14
1699,N431AS,BOEING,737 NG,11
1700,N558AS,BOEING,737 NG,18
1701,N508SY,EMBRAER,170/175,3
1702,N464UA,AIRBUS,A320,24
1703,N7859B,BOEING,737 NG,22
1704,N782AN,BOEING,777,24
1705,N444UA,AIRBUS,A320,26
1706,N465UA,AIRBUS,A320,24
1707,N611NN,CANADAIR REGIONAL JET,CRJ,5
1708,N8753Q,BOEING,737 NG,2
1709,N7846A,BOEING,737 NG,17
1710,N433AS,BOEING,737 NG,11
1711,N411UA,AIRBUS,A320,30
1712,N8741L,BOEING,737 NG,5
1713,N14249,BOEING,737 NG,25
1714,N958WN,BOEING,737 NG,13
1715,N442AN,AIRBUS,A321,3
1716,N105SY,EMBRAER,170/175,10
1717,N480WN,BOEING,737 NG,20
1718,N37532,BOEING,737 NG,2
1719,N614CZ,EMBRAER,170/175,16
1720,N830SK,CANADAIR REGIONAL JET,CRJ,6
1721,N801NN,BOEING,737 NG,15
1722,N930AT,BOEING,717,24
1723,N8558Z,BOEING,737 NG,7
1724,N138AN,AIRBUS,A321,9
1725,N944JT,AIRBUS,A321,10
1726,N3730B,BOEING,737 NG,24
1727,N717JL,BOEING,717,21
1728,N8781Q,BOEING,737 NG,2
1729,N967AN,BOEING,737 NG,23
1730,N14228,BOEING,737 NG,25
1731,N981JT,AIRBUS,A321,7
1732,N373FR,AIRBUS,A320,3
1733,N33209,BOEING,737 NG,24
1734,N2086J,AIRBUS,A321,4
1735,N816NN,BOEING,737 NG,15
1736,N8554X,BOEING,737 NG,7
1737,N24715,BOEING,737 NG,26
1738,N26208,BOEING,737 NG,24
1739,N77520,BOEING,737 NG,14
1740,N125AA,AIRBUS,A321,10
1741,N8807L,BOEING,737 NG,5
1742,N457AM,AIRBUS,A321,2
1743,N372NW,AIRBUS,A320,23
1744,N604CZ,EMBRAER,170/175,17
1745,N535AS,BOEING,737 NG,13
1746,N371FR,AIRBUS,A320,4
1747,N566WN,BOEING,737 NG,22
1748,N487CA,CANADAIR REGIONAL JET,CRJ,21
1749,N8616C,BOEING,737 NG,11
1750,N407DX,AIRBUS,A330,4
1751,N884NN,BOEING,737 NG,12
1752,N293WN,BOEING,737 NG,17
1753,N909SW,CANADAIR REGIONAL JET,CRJ,23
1754,N269WN,BOEING,737 NG,17
1755,N662EH,EMBRAER,135/145,20
1756,N592AS,BOEING,737 NG,16
1757,N811AB,BOEING,787,9
1758,N976JT,AIRBUS,A321,7
1759,N324NV,AIRBUS,A319,18
1760,N460SW,CANADAIR REGIONAL JET,CRJ,21
1761,N902NN,BOEING,737 NG,12
1762,N649JB,AIRBUS,A320,18
1763,N899SK,CANADAIR REGIONAL JET,CRJ,17
1764,N257NV,AIRBUS,A320,6
1765,N771UA,BOEING,777,30
1766,N563AS,BOEING,737 NG,18
1767,N281SY,EMBRAER,170/175,6
1768,N485WN,BOEING,737 NG,20
1769,N913AK,BOEING,737 NG,5
1770,N976AK,BOEING,737 NG,5
1771,N37470,BOEING,737 NG,11
1772,N593AS,BOEING,737 NG,16
1773,N378FR,AIRBUS,A320,3
1774,N126UW,AIRBUS,A320,15
1775,N271NV,AIRBUS,A320,18
1776,N272NN,EMBRAER,170/175,5
1777,N307JB,EMBRAER,190/195,15
1778,N903WN,BOEING,737 NG,17
1779,N108NN,AIRBUS,A321,10
1780,N180DN,BOEING,767,32
1781,N907JB,AIRBUS,A321,11
1782,N875UA,AIRBUS,A319,20
1783,N180US,AIRBUS,A321,23
1784,N173US,AIRBUS,A321,23
1785,N27958,BOEING,787,9
1786,N551AS,BOEING,737 NG,18
1787,N270NN,EMBRAER,170/175,5
1788,N400WN,BOEING,737 NG,23
1789,N379HA,AIRBUS,A330,9
1790,N66056,BOEING,767,23
1791,N341NW,AIRBUS,A320,32
1792,N12012,BOEING,787,4
1793,N903AA,AIRBUS,A321,7
1794,N8327A,BOEING,737 NG,12
1795,N947NK,AIRBUS,A320,3
1796,N686NK,AIRBUS,A321,6
1797,N944NK,AIRBUS,A320,3
1798,N843NN,BOEING,737 NG,14
1799,N328NB,AIRBUS,A319,23
1800,N8578Q,BOEING,737 NG,6
1801,N325DN,AIRBUS,A321,7
1802,N7850B,BOEING,737 NG,23
1803,N721TW,BOEING,757,25
1804,N172US,AIRBUS,A321,23
1805,N305NV,AIRBUS,A319,19
1806,N831DN,BOEING,737 NG,10
1807,N607UX,EMBRAER,170/175,5
1808,N4032T,AIRBUS,A319,9
1809,N68061,BOEING,767,22
1810,N69826,BOEING,737 NG,10
1811,N907WN,BOEING,737 NG,16
1812,N430SY,EMBRAER,170/175,2
1813,N7735A,BOEING,737 NG,18
1814,N735AT,BOEING,777,8
1815,N8641B,BOEING,737 NG,10
1816,N929NK,AIRBUS,A320,4
1817,N709SK,CANADAIR REGIONAL JET,CRJ,20
1818,N315NB,AIRBUS,A319,24
1819,N869NN,BOEING,737 NG,13
1820,N7845A,BOEING,737 NG,18
1821,N37466,BOEING,737 NG,11
1822,N966AT,BOEING,717,23
1823,N365FR,AIRBUS,A320,5
1824,N8652B,BOEING,737 NG,10
1825,N852UA,AIRBUS,A319,22
1826,N7848A,BOEING,737 NG,19
1827,N392HA,AIRBUS,A330,11
1828,N306PQ,CANADAIR REGIONAL JET,CRJ,10
1829,N608JB,AIRBUS,A320,19
1830,N885DN,BOEING,737 NG,7
1831,N170PQ,CANADAIR REGIONAL JET,CRJ,16
1832,N644JB,AIRBUS,A320,18
1833,N26210,BOEING,737 NG,26
1834,N8030F,AIRBUS,A319,9
1835,N208SY,EMBRAER,170/175,7
1836,N36447,BOEING,737 NG,12
1837,N304KM,EMBRAER,170/175,2
1838,N238FR,AIRBUS,A320,8
1839,N972AN,BOEING,737 NG,23
1840,N115NN,AIRBUS,A321,10
1841,N37465,BOEING,737 NG,12
1842,N37422,BOEING,737 NG,16
1843,N8627B,BOEING,737 NG,10
1844,N330NB,AIRBUS,A319,23
1845,N809CA,CANADAIR REGIONAL JET,CRJ,24
1846,N918SW,CANADAIR REGIONAL JET,CRJ,22
1847,N994JL,AIRBUS,A321,6
1848,N517JB,AIRBUS,A320,24
1849,N875DN,BOEING,737 NG,7
1850,N374HA,AIRBUS,A330,10
1851,N38727,BOEING,737 NG,25
1852,N8642E,BOEING,737 NG,10
1853,N401WN,BOEING,737 NG,23
1854,N392DA,BOEING,737 NG,24
1855,N812DN,BOEING,737 NG,11
1856,N359NB,AIRBUS,A319,21
1857,N883UA,AIRBUS,A319,19
1858,N814AW,AIRBUS,A319,24
1859,N310RF,BOEING,737 NG,6
1860,N539UW,AIRBUS,A321,15
1861,N1902U,AIRBUS,A320,18
1862,N15751,BOEING,737 NG,25
1863,N5007E,AIRBUS,A319,11
1864,N855NW,AIRBUS,A330,20
1865,N565WN,BOEING,737 NG,22
1866,N6710E,BOEING,757,24
1867,N138EV,CANADAIR REGIONAL JET,CRJ,15
1868,N8512U,BOEING,737 NG,8
1869,N950NK,AIRBUS,A320,3
1870,N305PQ,CANADAIR REGIONAL JET,CRJ,10
1871,N314PQ,CANADAIR REGIONAL JET,CRJ,10
1872,N280WN,BOEING,737 NG,17
1873,N390CA,CANADAIR REGIONAL JET,CRJ,21
1874,N916US,AIRBUS,A321,10
1875,N918AN,BOEING,737 NG,25
1876,N537UW,AIRBUS,A321,15
1877,N14237,BOEING,737 NG,25
1878,N713SK,CANADAIR REGIONAL JET,CRJ,20
1879,N485PX,CANADAIR REGIONAL JET,CRJ,4
1880,N47533,BOEING,737 NG,2
1881,N204NV,AIRBUS,A320,12
1882,N702SK,CANADAIR REGIONAL JET,CRJ,20
1883,N375DA,BOEING,737 NG,26
