aircraft_id,tail_number,manufacturer,model,age
4590,N274NN,EMBRAER,170/175,5
4591,N698NK,AIRBUS,A320,14
4592,N378DA,BOEING,737 NG,25
4593,N441WN,BOEING,737 NG,21
4594,N417DX,AIRBUS,A330,2
4595,N446UA,AIRBUS,A320,26
4596,N384DN,AIRBUS,A321,5
4597,N281WN,BOEING,737 NG,17
4598,N926XJ,CANADAIR REGIONAL JET,CRJ,16
4599,N925DZ,BOEING,737 NG,5
4600,N408UA,AIRBUS,A320,31
4601,N956SW,CANADAIR REGIONAL JET,CRJ,21
4602,N186SY,EMBRAER,170/175,8
4603,N33103,BOEING,757,30
4604,N387DA,BOEING,737 NG,25
4605,N908DN,BOEING,737 NG,6
4606,N813NW,AIRBUS,A330,18
4607,N27539,BOEING,737 NG,2
4608,N179SY,EMBRAER,170/175,8
4609,N298SY,EMBRAER,170/175,5
4610,N426AN,AIRBUS,A321,4
4611,N881NN,BOEING,737 NG,13
4612,N294SY,EMBRAER,170/175,5
4613,N604NN,CANADAIR REGIONAL JET,CRJ,5
4614,N424WN,BOEING,737 NG,22
4615,N718FR,AIRBUS,A321,7
4616,N309PC,BOEING,737 NG,7
4617,N646JB,AIRBUS,A320,18
4618,N69816,BOEING,737 NG,10
4619,N129DU,AIRBUS,A220,4
4620,N617UX,EMBRAER,170/175,5
4621,N846UA,AIRBUS,A319,23
4622,N110UW,AIRBUS,A320,25
4623,N316NB,AIRBUS,A319,24
4624,N585AS,BOEING,737 NG,17
4625,N309DN,AIRBUS,A321,8
4626,N266NN,EMBRAER,170/175,6
4627,N7736A,BOEING,737 NG,18
4628,N120DN,AIRBUS,A321,3
4629,N826NN,BOEING,737 NG,14
4630,N8709Q,BOEING,737 NG,7
4631,N300SY,EMBRAER,170/175,5
4632,N893UA,AIRBUS,A319,18
4633,N8687A,BOEING,737 NG,8
4634,N26910,BOEING,787,10
4635,N507NK,AIRBUS,A319,19
4636,N7814B,BOEING,737 NG,23
4637,N681NK,AIRBUS,A321,7
4638,N944WN,BOEING,737 NG,14
4639,N37537,BOEING,737 NG,2
4640,N7715E,BOEING,737 NG,19
4641,N969JT,AIRBUS,A321,8
4642,N619UX,EMBRAER,170/175,5
4643,N122US,AIRBUS,A320,24
4644,N8670A,BOEING,737 NG,9
4645,N901AA,AIRBUS,A321,7
4646,N483AS,BOEING,737 NG,9
4647,N8780Q,BOEING,737 NG,2
4648,N690DL,BOEING,757,26
4649,N900WN,BOEING,737 NG,17
4650,N411WN,BOEING,737 NG,23
4651,N8805L,BOEING,737 NG,5
4652,N668HH,EMBRAER,135/145,20
4653,N834SK,CANADAIR REGIONAL JET,CRJ,5
4654,N603SK,CANADAIR REGIONAL JET,CRJ,18
4655,N297WN,BOEING,737 NG,17
4656,N475HA,BOEING,717,23
4657,N971SW,CANADAIR REGIONAL JET,CRJ,20
4658,N334FR,AIRBUS,A320,6
4659,N738CB,BOEING,737 NG/MAX,25
4660,N619NK,AIRBUS,A320,11
4661,N606SK,CANADAIR REGIONAL JET,CRJ,18
4662,N118DU,AIRBUS,A220,5
4663,N8671D,BOEING,737 NG,9
4664,N523NK,AIRBUS,A319,18
4665,N778UA,BOEING,777,28
4666,N907XJ,CANADAIR REGIONAL JET,CRJ,17
4667,N78438,BOEING,737 NG,15
4668,N12754,BOEING,737 NG,22
4669,N501DN,AIRBUS,A350,7
4670,N113AN,AIRBUS,A321,10
4671,N505DN,AIRBUS,A350,7
4672,N904EV,CANADAIR REGIONAL JET,CRJ,22
4673,N69063,BOEING,767,22
4674,N284AK,BOEING,737 NG,7
4675,N194UW,AIRBUS,A321,16
4676,N2534U,BOEING,777,7
4677,N66825,BOEING,737 NG,10
4678,N69806,BOEING,737 NG,11
4679,N376DN,AIRBUS,A321,5
4680,N707SK,CANADAIR REGIONAL JET,CRJ,25
4681,N543EA,CANADAIR REGIONAL JET,CRJ,13
4682,N3115J,AIRBUS,A220,2
4683,N710EV,CANADAIR REGIONAL JET,CRJ,22
4684,N317FR,AIRBUS,A320,7
4685,N3733Z,BOEING,737 NG,24
4686,N212WN,BOEING,737 NG,19
4687,N3734B,BOEING,737 NG,24
4688,N762US,AIRBUS,A319,24
4689,N14011,BOEING,787,5
4690,N996NN,BOEING,737 NG,8
4691,N194DN,BOEING,767,27
4692,N483HA,BOEING,717,23
4693,N684DA,BOEING,757,31
4694,N25201,BOEING,737 NG,25
4695,N954AK,BOEING,737 NG,2
4696,N513DZ,AIRBUS,A350,5
4697,N519DN,AIRBUS,A350,2
4698,N8814K,BOEING,737 NG,4
4699,N945JT,AIRBUS,A321,10
4700,N515DE,AIRBUS,A321,2
4701,N129HQ,EMBRAER,170/175,16
4702,N460AN,AIRBUS,A321,2
4703,N121DZ,AIRBUS,A321,3
4704,N787SK,CANADAIR REGIONAL JET,CRJ,15
4705,N717EV,CANADAIR REGIONAL JET,CRJ,21
4706,N459AN,AIRBUS,A321,2
4707,N216FR,AIRBUS,A320,13
4708,N690NK,AIRBUS,A320,6
4709,N635RW,EMBRAER,170/175,20
4710,N111DC,AIRBUS,A321,4
4711,N562UW,AIRBUS,A321,12
4712,N945NN,BOEING,737 NG,10
4713,N136AN,AIRBUS,A321,9
4714,N513AS,BOEING,737 NG,16
4715,N446YX,EMBRAER,170/175,9
4716,N122NN,AIRBUS,A321,10
4717,N368DN,AIRBUS,A321,5
4718,N839NN,BOEING,737 NG,14
4719,N8749Q,BOEING,737 NG,3
4720,N517DZ,AIRBUS,A350,2
4721,N317US,AIRBUS,A320,33
4722,N155NN,AIRBUS,A321,8
4723,N405SY,EMBRAER,170/175,6
4724,N540UW,AIRBUS,A321,15
4725,N396HA,AIRBUS,A330,10
4726,N7822A,BOEING,737 NG,23
4727,N2332U,BOEING,777,8
4728,N906NK,AIRBUS,A320,6
4729,N15710,BOEING,737 NG,26
4730,N74856,BOEING,757,21
4731,N165SY,EMBRAER,170/175,8
4732,N315PE,BOEING,737 NG,7
4733,N66837,BOEING,737 NG,10
4734,N327DN,AIRBUS,A321,7
4735,N798AN,BOEING,777,23
4736,N604FR,AIRBUS,A321,2
4737,N553NW,BOEING,757,23
4738,N390DN,AIRBUS,A321,5
4739,N614SK,CANADAIR REGIONAL JET,CRJ,22
4740,N105DX,AIRBUS,A321,4
4741,N585UW,AIRBUS,A321,10
4742,N14118,BOEING,757,27
4743,N290WN,BOEING,737 NG,17
4744,N307FR,AIRBUS,A320,7
4745,N8631A,BOEING,737 NG,10
4746,N204UA,BOEING,777,25
4747,N308RD,BOEING,737 NG,7
4748,N653RW,EMBRAER,170/175,19
4749,N832AW,AIRBUS,A319,23
4750,N73251,BOEING,737 NG,24
4751,N526EA,CANADAIR REGIONAL JET,CRJ,14
4752,N901XJ,CANADAIR REGIONAL JET,CRJ,17
4753,N125UW,AIRBUS,A320,15
4754,N351NW,AIRBUS,A320,27
4755,N602NN,CANADAIR REGIONAL JET,CRJ,5
4756,N176PQ,CANADAIR REGIONAL JET,CRJ,16
4757,N978NN,BOEING,737 NG,9
4758,N433AN,AIRBUS,A321,3
4759,N806UA,AIRBUS,A319,26
4760,N441SW,CANADAIR REGIONAL JET,CRJ,22
4761,N637JB,AIRBUS,A320,18
4762,N315DN,AIRBUS,A321,8
4763,N751SK,CANADAIR REGIONAL JET,CRJ,19
4764,N112AN,AIRBUS,A321,10
4765,N720FR,AIRBUS,A321,7
4766,N202JQ,EMBRAER,170/175,16
4767,N980AN,BOEING,737 NG,15
4768,N8754S,BOEING,737 NG,2
4769,N17752,BOEING,737 NG,25
4770,N8837B,CANADAIR REGIONAL JET,CRJ,21
4771,N2142J,AIRBUS,A321,3
4772,N8804L,BOEING,737 NG,5
4773,N8318F,BOEING,737 NG,12
4774,N439AN,AIRBUS,A321,3
4775,N57855,BOEING,757,21
4776,N7826B,BOEING,737 NG,21
4777,N203NN,EMBRAER,170/175,9
4778,N839DN,BOEING,737 NG,9
4779,N191SY,EMBRAER,170/175,7
4780,N68823,BOEING,737 NG,10
4781,N2016J,AIRBUS,A321,5
4782,N251NV,AIRBUS,A320,7
4783,N928NN,BOEING,737 NG,11
4784,N574DZ,AIRBUS,A350,5
4785,N847UA,AIRBUS,A319,23
4786,N949AK,BOEING,737 NG,2
4787,N907NN,BOEING,737 NG,12
4788,N330PQ,CANADAIR REGIONAL JET,CRJ,10
4789,N721YX,EMBRAER,170/175,9
4790,N12125,BOEING,757,26
4791,N551WN,BOEING,737 NG,23
4792,N37468,BOEING,737 NG,11
4793,N9002U,BOEING,737,57
4794,N211JQ,EMBRAER,170/175,16
4795,N206UA,BOEING,777,25
4796,N8502Z,BOEING,737 NG,8
4797,N927VA,AIRBUS,A321,6
4798,N76526,BOEING,737 NG,14
4799,N437WN,BOEING,737 NG,21
4800,N108DN,AIRBUS,A321,3
4801,N69835,BOEING,737 NG,10
4802,N881AS,CANADAIR REGIONAL JET,CRJ,23
4803,N454AL,AIRBUS,A321,2
4804,N964NK,AIRBUS,A320,2
4805,N185SY,EMBRAER,170/175,8
4806,N442UA,AIRBUS,A320,26
4807,N991JT,AIRBUS,A321,7
4808,N7819A,BOEING,737 NG,23
4809,N77865,BOEING,757,22
4810,N621NK,AIRBUS,A320,11
4811,N8734Q,BOEING,737 NG,5
4812,N898NN,BOEING,737 NG,12
4813,N27263,BOEING,737 NG,3
4814,N77295,BOEING,737 NG,19
4815,N823DX,BOEING,757,20
4816,N8732S,BOEING,737 NG,6
4817,N16009,BOEING,787,5
4818,N703TW,BOEING,757,28
4819,N965SW,CANADAIR REGIONAL JET,CRJ,21
4820,N34137,BOEING,757,25
4821,N27205,BOEING,737 NG,24
4822,N289NV,AIRBUS,A320,13
4823,N806AW,AIRBUS,A319,25
4824,N877UA,AIRBUS,A319,20
4825,N256NV,AIRBUS,A320,6
4826,N661NK,AIRBUS,A321,9
4827,N699DL,BOEING,757,25
4828,N16217,BOEING,737 NG,26
4829,N316PQ,CANADAIR REGIONAL JET,CRJ,10
4830,N247SY,EMBRAER,170/175,8
4831,N501BG,CANADAIR REGIONAL JET,CRJ,22
4832,N8726H,BOEING,737 NG,6
4833,N889DN,BOEING,737 NG,7
4834,N113DX,AIRBUS,A321,3
4835,N37536,BOEING,737 NG,2
4836,N736SA,BOEING,737 NG/MAX,25
4837,N7838A,BOEING,737 NG,24
4838,N343NB,AIRBUS,A319,22
4839,N512NK,AIRBUS,A319,18
4840,N221PS,CANADAIR REGIONAL JET,CRJ,20
4841,N344NW,AIRBUS,A320,32
4842,N393FR,AIRBUS,A320,2
4843,N775AN,BOEING,777,25
4844,N473UA,AIRBUS,A320,23
4845,N993JE,AIRBUS,A321,6
4846,N296PQ,CANADAIR REGIONAL JET,CRJ,11
4847,N322DN,AIRBUS,A321,7
4848,N7869A,BOEING,737 NG,19
4849,N819NN,BOEING,737 NG,15
4850,N807UA,AIRBUS,A319,26
4851,N992NN,BOEING,737 NG,8
4852,N794JB,AIRBUS,A320,13
4853,N815AW,AIRBUS,A319,24
4854,N920DU,BOEING,737 NG,5
4855,N826AW,AIRBUS,A319,23
4856,N66051,BOEING,767,24
4857,N414UA,AIRBUS,A320,30
4858,N183UW,AIRBUS,A321,23
4859,N404UA,AIRBUS,A320,31
4860,N710SK,CANADAIR REGIONAL JET,CRJ,20
4861,N323AS,BOEING,737 NG,20
4862,N8536Z,BOEING,737 NG,7
4863,N837AN,BOEING,787,6
4864,N939AE,EMBRAER,135/145,19
4865,N926NK,AIRBUS,A320,4
4866,N930SW,CANADAIR REGIONAL JET,CRJ,22
4867,N864NN,BOEING,737 NG,14
4868,N125DU,AIRBUS,A220,5
4869,N103US,AIRBUS,A320,25
4870,N181SY,EMBRAER,170/175,8
4871,N476UA,AIRBUS,A320,23
4872,N8932C,CANADAIR REGIONAL JET,CRJ,20
4873,N755AN,BOEING,777,23
4874,N930WN,BOEING,737 NG,15
4875,N332NB,AIRBUS,A319,23
4876,N606LR,CANADAIR REGIONAL JET,CRJ,16
4877,N930NN,BOEING,737 NG,11
4878,N991AU,AIRBUS,A321,8
4879,N266AK,BOEING,737 NG,8
4880,N882RW,EMBRAER,170/175,16
4881,N101HQ,EMBRAER,170/175,17
4882,N145AN,AIRBUS,A321,9
4883,N504SY,EMBRAER,170/175,3
4884,N921XJ,CANADAIR REGIONAL JET,CRJ,16
4885,N238JQ,EMBRAER,170/175,16
4886,N68843,BOEING,737 NG,9
4887,N639VA,AIRBUS,A320 ,17
4888,N970AN,BOEING,737 NG,23
4889,N174US,AIRBUS,A321,23
4890,N410DZ,AIRBUS,A330,3
4891,N37295,BOEING,737 NG,1
4892,N195PQ,CANADAIR REGIONAL JET,CRJ,16
4893,N8752Q,BOEING,737 NG,2
4894,N878AS,CANADAIR REGIONAL JET,CRJ,22
4895,N908NK,AIRBUS,A320,6
4896,N222NS,EMBRAER,170/175,9
4897,N368FR,AIRBUS,A320,4
4898,N548NN,CANADAIR REGIONAL JET,CRJ,10
4899,N841NN,BOEING,737 NG,14
4900,N417AN,AIRBUS,A321,4
4901,N976SW,CANADAIR REGIONAL JET,CRJ,20
4902,N604SK,CANADAIR REGIONAL JET,CRJ,18
4903,N661AW,AIRBUS,A320,24
4904,N554CA,CANADAIR REGIONAL JET,CRJ,16
4905,N907NK,AIRBUS,A320,6
4906,N918AK,BOEING,737 NG,5
4907,N174DZ,BOEING,767,26
4908,N711FR,AIRBUS,A321,8
4909,N664UA,BOEING,767,26
4910,N905DN,BOEING,737 NG,6
4911,N729YX,EMBRAER,170/175,9
4912,N3085J,AIRBUS,A220,3
4913,N167SY,EMBRAER,170/175,8
4914,N812AW,AIRBUS,A319,24
4915,N428AS,BOEING,737 NG,8
4916,N223JQ,EMBRAER,170/175,16
4917,N12028,AIRBUS,A319,9
4918,N659UA,BOEING,767,31
4919,N751SW,BOEING,737 NG,25
4920,N203NV,AIRBUS,A320,12
4921,N808AW,AIRBUS,A319,25
4922,N391DN,AIRBUS,A321,5
4923,N805JB,AIRBUS,A320,12
4924,N249WN,BOEING,737 NG,18
4925,N872NN,BOEING,737 NG,13
4926,N798UA,BOEING,777,26
4927,N592NW,BOEING,757,21
4928,N342DN,AIRBUS,A321,6
4929,N571NN,CANADAIR REGIONAL JET,CRJ,9
4930,N929AA,AIRBUS,A321,7
4931,N906AN,BOEING,737 NG,25
4932,N114SY,EMBRAER,170/175,10
4933,N13018,BOEING,787,2
4934,N289MW,EMBRAER,170/175,5
4935,N927DZ,BOEING,737 NG,5
4936,N278AK,BOEING,737 NG,7
4937,N561JB,AIRBUS,A320,24
4938,N341DN,AIRBUS,A321,6
4939,N416YX,EMBRAER,170/175,11
4940,N273NN,EMBRAER,170/175,5
4941,N157SY,EMBRAER,170/175,8
4942,N493AS,BOEING,737 NG,8
4943,N801DZ,BOEING,737 NG,11
4944,N501DA,AIRBUS,A321,2
4945,N745VJ,AIRBUS,A319,24
4946,N365NW,AIRBUS,A320,25
4947,N919DU,BOEING,737 NG,5
4948,N8581Z,BOEING,737 NG,6
4949,N713EV,CANADAIR REGIONAL JET,CRJ,21
4950,N475WN,BOEING,737 NG,20
4951,N649AW,AIRBUS,A320,26
4952,N929VA,AIRBUS,A321,5
4953,N856RW,EMBRAER,170/175,19
4954,N7818L,BOEING,737 NG,25
4955,N336PQ,CANADAIR REGIONAL JET,CRJ,10
4956,N748YX,EMBRAER,170/175,7
4957,N615AS,BOEING,737 NG,24
4958,N179DN,BOEING,767,33
4959,N8548P,BOEING,737 NG,7
4960,N453AA,AIRBUS,A321,2
4961,N39297,BOEING,737 NG,19
4962,N364DX,AIRBUS,A321,6
4963,N354DN,AIRBUS,A321,6
4964,N12005,BOEING,787,5
4965,N558JB,AIRBUS,A320,24
4966,N959SW,CANADAIR REGIONAL JET,CRJ,21
4967,N150NN,AIRBUS,A321,9
4968,N928AE,EMBRAER,135/145,19
4969,N605JB,AIRBUS,A320,19
4970,N319DN,AIRBUS,A321,7
4971,N663JB,AIRBUS,A320,17
4972,N420WN,BOEING,737 NG,23
4973,N7817J,BOEING,737 NG,24
4974,N626NK,AIRBUS,A320,10
4975,N67815,BOEING,737 NG,10
4976,N986AN,AIRBUS,A321,8
4977,N108DQ,AIRBUS,A220,5
4978,N258WN,BOEING,737 NG,18
4979,N641CA,CANADAIR REGIONAL JET,CRJ,21
4980,N659JB,AIRBUS,A320,17
4981,N512DE,AIRBUS,A321,2
4982,N823NW,AIRBUS,A330,9
4983,N38403,BOEING,737 NG,23
4984,N959WN,BOEING,737 NG,13
4985,N323NV,AIRBUS,A319,19
4986,N479CA,CANADAIR REGIONAL JET,CRJ,22
4987,N239NV,AIRBUS,A320,21
4988,N183GJ,CANADAIR REGIONAL JET,CRJ,16
4989,N369FR,AIRBUS,A320,4
4990,N958JB,AIRBUS,A321,9
4991,N588AS,BOEING,737 NG,17
4992,N2140U,BOEING,777,7
4993,N334JB,EMBRAER,190/195,13
4994,N704FR,AIRBUS,A321,9
4995,N154UW,AIRBUS,A321,11
4996,N668NK,AIRBUS,A321,8
4997,N14735,BOEING,737 NG,25
4998,N818NN,BOEING,737 NG,15
4999,N38467,BOEING,737 NG,11
5000,N2043J,AIRBUS,A321,4
5001,N27546,BOEING,737 NG,2
5002,N520SY,EMBRAER,170/175,2
5003,N257NN,EMBRAER,170/175,7
5004,N312DN,AIRBUS,A321,8
5005,N818AL,BOEING,787,7
5006,N8649A,BOEING,737 NG,10
5007,N310FR,AIRBUS,A320,7
5008,N284JN,EMBRAER,170/175,5
5009,N820DN,BOEING,737 NG,10
5010,N924SW,CANADAIR REGIONAL JET,CRJ,22
5011,N8645A,BOEING,737 NG,10
5012,N8811L,BOEING,737 NG,5
5013,N227HA,AIRBUS,A321,5
5014,N968NN,BOEING,737 NG,9
5015,N12116,BOEING,757,28
5016,N133DU,AIRBUS,A220,4
5017,N965NN,BOEING,737 NG,9
5018,N883DN,BOEING,737 NG,7
5019,N37547,BOEING,737 NG,2
5020,N321NV,AIRBUS,A319,19
5021,N928WN,BOEING,737 NG,16
5022,N27903,BOEING,787,12
5023,N47517,BOEING,737 NG,5
5024,N8750Q,BOEING,737 NG,3
5025,N920EV,CANADAIR REGIONAL JET,CRJ,21
5026,N73860,BOEING,757,23
5027,N389DN,AIRBUS,A321,4
5028,N712US,AIRBUS,A319,25
5029,N353NW,AIRBUS,A320,26
5030,N283NN,EMBRAER,170/175,5
5031,N936AN,BOEING,737 NG,24
5032,N732YX,EMBRAER,170/175,9
5033,N8603F,BOEING,737 NG,12
5034,N103SY,EMBRAER,170/175,10
5035,N926AT,BOEING,717,24
5036,N522DA,AIRBUS,A321,2
5037,N255WN,BOEING,737 NG,18
5038,N169UW,AIRBUS,A321,23
5039,N238JB,EMBRAER,190/195,18
5040,N971NK,AIRBUS,A320,2
5041,N491UA,AIRBUS,A320,22
5042,N221JQ,EMBRAER,170/175,17
5043,N519AS,BOEING,737 NG,15
5044,N33292,BOEING,737 NG,20
5045,N308FR,AIRBUS,A320,7
5046,N987NN,BOEING,737 NG,8
5047,N747YX,EMBRAER,170/175,7
5048,N8565Z,BOEING,737 NG,6
5049,N302DU,AIRBUS,A220,4
5050,N37700,BOEING,737 NG,22
5051,N349DX,AIRBUS,A321,6
5052,N133EV,CANADAIR REGIONAL JET,CRJ,15
5053,N400AN,AIRBUS,A321,5
5054,N27274,BOEING,737 NG,2
5055,N167AN,AIRBUS,A321,8
5056,N956NN,BOEING,737 NG,10
5057,N320PQ,CANADAIR REGIONAL JET,CRJ,10
5058,N727AN,BOEING,777,10
5059,N69059,BOEING,767,22
5060,N27959,BOEING,787,9
5061,N981AT,BOEING,717,22
5062,N272AK,BOEING,737 NG,7
5063,N193NV,AIRBUS,A320,9
5064,N195DN,BOEING,767,27
5065,N930AN,BOEING,737 NG,24
5066,N7856A,BOEING,737 NG,23
5067,N886DN,BOEING,737 NG,7
5068,N929NN,BOEING,737 NG,11
5069,N411SY,EMBRAER,170/175,2
5070,N724AN,BOEING,777,11
5071,N28912,BOEING,787,10
5072,N298PQ,CANADAIR REGIONAL JET,CRJ,11
5073,N286NN,EMBRAER,170/175,5
5074,N471CA,CANADAIR REGIONAL JET,CRJ,22
5075,N837MH,BOEING,767,24
5076,N8661A,BOEING,737 NG,9
5077,N233LV,BOEING,737 NG,18
5078,N68822,BOEING,737 NG,10
5079,N258SY,EMBRAER,170/175,7
5080,N815DN,BOEING,737 NG,10
5081,N413AS,BOEING,737 NG,11
5082,N764US,AIRBUS,A319,24
5083,N783UA,BOEING,777,27
5084,N27421,BOEING,737 NG,16
5085,N27270,BOEING,737 NG,2
5086,N935WN,BOEING,737 NG,15
5087,N8609A,BOEING,737 NG,11
5088,N6711M,BOEING,757,24
5089,N565NN,CANADAIR REGIONAL JET,CRJ,9
5090,N8644C,BOEING,737 NG,10
5091,N240NN,EMBRAER,170/175,8
5092,N226UA,BOEING,777,23
5093,N955NK,AIRBUS,A320,2
5094,N186US,AIRBUS,A321,22
5095,N176DZ,BOEING,767,25
5096,N116DN,AIRBUS,A321,3
5097,N314NV,AIRBUS,A319,20
5098,N358NB,AIRBUS,A319,22
5099,N511DE,AIRBUS,A321,2
5100,N802NW,AIRBUS,A330,21
5101,N121DU,AIRBUS,A220,5
5102,N14107,BOEING,757,30
5103,N945SW,CANADAIR REGIONAL JET,CRJ,21
5104,N358DN,AIRBUS,A321,6
5105,N603UX,EMBRAER,170/175,5
5106,N7720F,BOEING,737 NG,18
5107,N182DN,BOEING,767,32
5108,N507AY,AIRBUS,A321,16
5109,N912WN,BOEING,737 NG,16
5110,N993AT,BOEING,717,22
5111,N842VA,AIRBUS,A320,13
5112,N200SY,EMBRAER,170/175,8
5113,N586UW,AIRBUS,A321,10
5114,N973UY,AIRBUS,A321,13
5115,N14704,BOEING,737 NG,26
5116,N961AN,BOEING,737 NG,23
5117,N454WN,BOEING,737 NG,20
5118,N8540V,BOEING,737 NG,7
5119,N395FR,AIRBUS,A320,2
5120,N259NN,EMBRAER,170/175,7
5121,N212JQ,EMBRAER,170/175,16
5122,N3755D,BOEING,737 NG,23
5123,N863NN,BOEING,737 NG,14
5124,N8822Q,BOEING,737 NG,2
5125,N8321D,BOEING,737 NG,12
5126,N747SA,BOEING,737 NG,25
5127,N902BC,EMBRAER,135/145,19
5128,N8571Z,BOEING,737 NG,6
5129,N65832,BOEING,737 NG,10
5130,N181PQ,CANADAIR REGIONAL JET,CRJ,16
5131,N313FR,AIRBUS,A320,7
5132,N429YX,EMBRAER,170/175,10
5133,N316DN,AIRBUS,A321,7
5134,N511SY,EMBRAER,170/175,3
5135,N187PQ,CANADAIR REGIONAL JET,CRJ,16
5136,N293PQ,CANADAIR REGIONAL JET,CRJ,11
5137,N67171,BOEING,757,23
5138,N679NK,AIRBUS,A321,7
5139,N924AT,BOEING,717,24
5140,N793JB,AIRBUS,A320,13
5141,N8711Q,BOEING,737 NG,7
5142,N902AN,BOEING,737 NG,25
5143,N456WN,BOEING,737 NG,20
5144,N156UW,AIRBUS,A321,11
5145,N245JQ,EMBRAER,170/175,16
5146,N479HA,BOEING,717,23
5147,N592JB,AIRBUS,A320,20
5148,N8622A,BOEING,737 NG,11
5149,N965WN,BOEING,737 NG,13
5150,N6709,BOEING,757,24
5151,N12003,BOEING,787,6
5152,N106NN,AIRBUS,A321,10
5153,N500WR,BOEING,737 NG,10
5154,N29977,BOEING,787,4
5155,N826MD,EMBRAER,170/175,19
5156,N709EV,CANADAIR REGIONAL JET,CRJ,22
5157,N6712B,BOEING,757,24
5158,N69847,BOEING,737 NG,9
5159,N174DN,BOEING,767,34
5160,N761AJ,BOEING,777,22
5161,N127AA,AIRBUS,A321,10
5162,N744SK,CANADAIR REGIONAL JET,CRJ,19
5163,N828DN,BOEING,737 NG,10
5164,N23707,BOEING,737 NG,26
5165,N648UA,BOEING,767,32
5166,N755YX,EMBRAER,170/175,2
5167,N381DN,BOEING,737 NG,25
5168,N322NV,AIRBUS,A319,19
5169,N411AN,AIRBUS,A321,4
5170,N695DL,BOEING,757,26
5171,N294NV,AIRBUS,A320,13
5172,N468AS,BOEING,737 NG,10
5173,N878RW,EMBRAER,170/175,17
5174,N14102,BOEING,757,30
5175,N302NB,AIRBUS,A319,25
5176,N340CA,CANADAIR REGIONAL JET,CRJ,22
